,DiaSemana,Data,TipoMovimento,Model
519,Segunda-Feira,2011-06-06,Pour_water,False
520,Segunda-Feira,2011-06-06,Pour_water,False
521,Segunda-Feira,2011-06-06,Pour_water,False
522,Segunda-Feira,2011-06-06,Pour_water,False
523,Segunda-Feira,2011-06-06,Pour_water,False
524,Sexta-Feira,2012-03-23,Pour_water,False
525,Sexta-Feira,2012-03-23,Pour_water,False
526,Sexta-Feira,2012-03-23,Pour_water,False
527,Segunda-Feira,2012-03-26,Pour_water,False
528,Segunda-Feira,2012-03-26,Pour_water,False
529,Segunda-Feira,2012-03-26,Pour_water,False
530,Segunda-Feira,2012-03-26,Pour_water,False
531,Sexta-Feira,2012-05-25,Pour_water,False
532,Sexta-Feira,2012-05-25,Pour_water,False
533,Sexta-Feira,2012-05-25,Pour_water,False
534,Sexta-Feira,2012-05-25,Pour_water,False
535,Segunda-Feira,2012-05-28,Pour_water,False
536,Segunda-Feira,2012-05-28,Pour_water,False
537,Segunda-Feira,2012-05-28,Pour_water,False
538,Segunda-Feira,2012-05-28,Pour_water,False
539,Terça-Feira,2012-05-29,Pour_water,False
540,Terça-Feira,2012-05-29,Pour_water,False
541,Terça-Feira,2012-05-29,Pour_water,False
542,Terça-Feira,2012-05-29,Pour_water,False
543,Terça-Feira,2012-05-29,Pour_water,False
544,Quarta-feira,2012-05-30,Pour_water,False
545,Quarta-feira,2012-05-30,Pour_water,False
546,Quarta-feira,2012-05-30,Pour_water,False
547,Quarta-feira,2012-05-30,Pour_water,False
548,Quarta-feira,2012-05-30,Pour_water,False
549,Quarta-feira,2012-05-30,Pour_water,False
550,Quarta-feira,2012-05-30,Pour_water,False
551,Quarta-feira,2012-05-30,Pour_water,False
552,Quarta-feira,2012-05-30,Pour_water,False
553,Quarta-feira,2012-05-30,Pour_water,False
554,Quarta-feira,2012-05-30,Pour_water,False
555,Quarta-feira,2012-05-30,Pour_water,False
556,Quarta-feira,2012-05-30,Pour_water,False
557,Quarta-feira,2012-05-30,Pour_water,False
558,Quinta-Feira,2012-06-07,Pour_water,False
559,Quinta-Feira,2012-06-07,Pour_water,False
560,Quinta-Feira,2012-06-07,Pour_water,False
561,Quinta-Feira,2012-06-07,Pour_water,False
562,Quinta-Feira,2012-06-07,Pour_water,False
563,Quinta-Feira,2012-06-07,Pour_water,False
564,Quinta-Feira,2012-06-07,Pour_water,False
565,Quinta-Feira,2012-06-07,Pour_water,False
566,Quinta-Feira,2012-06-07,Pour_water,False
567,Quinta-Feira,2012-06-07,Pour_water,False
568,Quinta-Feira,2012-06-07,Pour_water,False
569,Quinta-Feira,2012-06-07,Pour_water,False
570,Quinta-Feira,2012-06-07,Pour_water,False
571,Quinta-Feira,2012-06-07,Pour_water,False
572,Quinta-Feira,2012-06-07,Pour_water,False
573,Quinta-Feira,2012-06-07,Pour_water,False
574,Quinta-Feira,2012-06-07,Pour_water,False
575,Quinta-Feira,2012-06-07,Pour_water,False
576,Sabado,2012-06-09,Pour_water,False
577,Sabado,2012-06-09,Pour_water,False
578,Sabado,2012-06-09,Pour_water,False
579,Sabado,2012-06-09,Pour_water,False
580,Sabado,2012-06-09,Pour_water,False
581,Sabado,2012-06-09,Pour_water,False
582,Sabado,2012-06-09,Pour_water,False
583,Sabado,2012-06-09,Pour_water,False
584,Quinta-Feira,2011-03-24,Pour_water,True
585,Quarta-feira,2011-06-01,Pour_water,True
586,Quarta-feira,2011-06-01,Pour_water,True
587,Quinta-Feira,2011-06-02,Pour_water,True
588,Quinta-Feira,2011-06-02,Pour_water,True
589,Quinta-Feira,2011-06-02,Pour_water,True
590,Segunda-Feira,2011-06-06,Pour_water,True
591,Segunda-Feira,2011-06-06,Pour_water,True
592,Segunda-Feira,2012-03-26,Pour_water,True
593,Sexta-Feira,2012-05-25,Pour_water,True
594,Sexta-Feira,2012-05-25,Pour_water,True
595,Segunda-Feira,2012-05-28,Pour_water,True
596,Segunda-Feira,2012-05-28,Pour_water,True
597,Terça-Feira,2012-05-29,Pour_water,True
598,Terça-Feira,2012-05-29,Pour_water,True
599,Terça-Feira,2012-05-29,Pour_water,True
600,Terça-Feira,2012-05-29,Pour_water,True
601,Quarta-feira,2012-05-30,Pour_water,True
602,Quarta-feira,2012-05-30,Pour_water,True
603,Quarta-feira,2012-05-30,Pour_water,True
604,Quinta-Feira,2011-03-24,Sitdown_chair,False
605,Quinta-Feira,2011-03-24,Sitdown_chair,False
606,Quinta-Feira,2011-03-24,Sitdown_chair,False
607,Terça-Feira,2011-03-29,Sitdown_chair,False
608,Terça-Feira,2011-03-29,Sitdown_chair,False
609,Terça-Feira,2011-04-05,Sitdown_chair,False
610,Terça-Feira,2011-04-05,Sitdown_chair,False
611,Sexta-Feira,2011-04-08,Sitdown_chair,False
612,Sexta-Feira,2011-04-08,Sitdown_chair,False
613,Sexta-Feira,2011-04-08,Sitdown_chair,False
614,Segunda-Feira,2011-04-11,Sitdown_chair,False
615,Terça-Feira,2011-04-12,Sitdown_chair,False
616,Terça-Feira,2011-04-12,Sitdown_chair,False
617,Segunda-Feira,2011-05-30,Sitdown_chair,False
618,Segunda-Feira,2011-05-30,Sitdown_chair,False
619,Segunda-Feira,2011-05-30,Sitdown_chair,False
620,Segunda-Feira,2011-05-30,Sitdown_chair,False
621,Segunda-Feira,2011-05-30,Sitdown_chair,False
622,Segunda-Feira,2011-05-30,Sitdown_chair,False
623,Segunda-Feira,2011-05-30,Sitdown_chair,False
624,Segunda-Feira,2011-05-30,Sitdown_chair,False
625,Segunda-Feira,2011-05-30,Sitdown_chair,False
626,Segunda-Feira,2011-05-30,Sitdown_chair,False
627,Segunda-Feira,2011-05-30,Sitdown_chair,False
628,Segunda-Feira,2011-05-30,Sitdown_chair,False
629,Segunda-Feira,2011-05-30,Sitdown_chair,False
630,Terça-Feira,2011-05-31,Sitdown_chair,False
631,Terça-Feira,2011-05-31,Sitdown_chair,False
632,Terça-Feira,2011-05-31,Sitdown_chair,False
633,Terça-Feira,2011-05-31,Sitdown_chair,False
634,Terça-Feira,2011-05-31,Sitdown_chair,False
635,Terça-Feira,2011-05-31,Sitdown_chair,False
636,Quarta-feira,2011-06-01,Sitdown_chair,False
637,Quarta-feira,2011-06-01,Sitdown_chair,False
638,Quarta-feira,2011-06-01,Sitdown_chair,False
639,Quarta-feira,2011-06-01,Sitdown_chair,False
640,Quarta-feira,2011-06-01,Sitdown_chair,False
641,Quarta-feira,2011-06-01,Sitdown_chair,False
642,Quarta-feira,2011-06-01,Sitdown_chair,False
643,Quarta-feira,2011-06-01,Sitdown_chair,False
644,Quarta-feira,2011-06-01,Sitdown_chair,False
645,Quarta-feira,2011-06-01,Sitdown_chair,False
646,Quinta-Feira,2011-06-02,Sitdown_chair,False
647,Quinta-Feira,2011-06-02,Sitdown_chair,False
648,Quinta-Feira,2011-06-02,Sitdown_chair,False
649,Quinta-Feira,2011-06-02,Sitdown_chair,False
650,Quinta-Feira,2011-06-02,Sitdown_chair,False
651,Quinta-Feira,2011-06-02,Sitdown_chair,False
652,Quinta-Feira,2011-06-02,Sitdown_chair,False
653,Quinta-Feira,2011-06-02,Sitdown_chair,False
654,Quinta-Feira,2011-06-02,Sitdown_chair,False
655,Quinta-Feira,2011-06-02,Sitdown_chair,False
656,Quinta-Feira,2011-06-02,Sitdown_chair,False
657,Quinta-Feira,2011-06-02,Sitdown_chair,False
658,Quinta-Feira,2011-06-02,Sitdown_chair,False
659,Quinta-Feira,2011-06-02,Sitdown_chair,False
660,Quinta-Feira,2011-06-02,Sitdown_chair,False
661,Quinta-Feira,2011-06-02,Sitdown_chair,False
662,Quinta-Feira,2011-06-02,Sitdown_chair,False
663,Quinta-Feira,2011-06-02,Sitdown_chair,False
664,Quinta-Feira,2011-06-02,Sitdown_chair,False
665,Quinta-Feira,2011-06-02,Sitdown_chair,False
666,Quinta-Feira,2011-06-02,Sitdown_chair,False
667,Quinta-Feira,2011-06-02,Sitdown_chair,False
668,Segunda-Feira,2011-06-06,Sitdown_chair,False
669,Segunda-Feira,2011-06-06,Sitdown_chair,False
670,Segunda-Feira,2011-06-06,Sitdown_chair,False
671,Segunda-Feira,2011-06-06,Sitdown_chair,False
672,Segunda-Feira,2011-12-05,Sitdown_chair,False
673,Segunda-Feira,2011-12-05,Sitdown_chair,False
674,Segunda-Feira,2011-12-05,Sitdown_chair,False
675,Segunda-Feira,2011-12-05,Sitdown_chair,False
676,Segunda-Feira,2011-12-05,Sitdown_chair,False
677,Segunda-Feira,2011-12-05,Sitdown_chair,False
678,Segunda-Feira,2011-12-05,Sitdown_chair,False
679,Domingo,2011-12-11,Sitdown_chair,False
680,Domingo,2011-12-11,Sitdown_chair,False
681,Domingo,2011-12-11,Sitdown_chair,False
682,Domingo,2011-12-11,Sitdown_chair,False
683,Domingo,2011-12-11,Sitdown_chair,False
684,Domingo,2011-12-11,Sitdown_chair,False
685,Domingo,2011-12-11,Sitdown_chair,False
686,Domingo,2011-12-11,Sitdown_chair,False
687,Domingo,2011-12-11,Sitdown_chair,False
688,Domingo,2011-12-11,Sitdown_chair,False
689,Domingo,2011-12-11,Sitdown_chair,False
690,Domingo,2011-12-11,Sitdown_chair,False
691,Sexta-Feira,2012-03-23,Sitdown_chair,False
692,Sexta-Feira,2012-03-23,Sitdown_chair,False
693,Segunda-Feira,2012-03-26,Sitdown_chair,False
694,Segunda-Feira,2012-03-26,Sitdown_chair,False
695,Segunda-Feira,2012-03-26,Sitdown_chair,False
696,Segunda-Feira,2012-03-26,Sitdown_chair,False
697,Sexta-Feira,2012-05-25,Sitdown_chair,False
698,Sexta-Feira,2012-05-25,Sitdown_chair,False
699,Sexta-Feira,2012-05-25,Sitdown_chair,False
700,Sexta-Feira,2012-05-25,Sitdown_chair,False
701,Segunda-Feira,2012-05-28,Sitdown_chair,False
702,Segunda-Feira,2012-05-28,Sitdown_chair,False
703,Segunda-Feira,2012-05-28,Sitdown_chair,False
704,Quinta-Feira,2011-03-24,Sitdown_chair,True
705,Segunda-Feira,2011-05-30,Sitdown_chair,True
706,Segunda-Feira,2011-05-30,Sitdown_chair,True
707,Terça-Feira,2011-05-31,Sitdown_chair,True
708,Quarta-feira,2011-06-01,Sitdown_chair,True
709,Quinta-Feira,2011-06-02,Sitdown_chair,True
710,Quinta-Feira,2011-06-02,Sitdown_chair,True
711,Quinta-Feira,2011-06-02,Sitdown_chair,True
712,Quinta-Feira,2011-06-02,Sitdown_chair,True
713,Quinta-Feira,2011-06-02,Sitdown_chair,True
714,Quinta-Feira,2011-06-02,Sitdown_chair,True
715,Segunda-Feira,2011-06-06,Sitdown_chair,True
716,Segunda-Feira,2011-06-06,Sitdown_chair,True
717,Segunda-Feira,2011-12-05,Sitdown_chair,True
718,Domingo,2011-12-11,Sitdown_chair,True
719,Domingo,2011-12-11,Sitdown_chair,True
720,Sexta-Feira,2012-03-23,Sitdown_chair,True
721,Sexta-Feira,2012-03-23,Sitdown_chair,True
722,Sexta-Feira,2012-05-25,Sitdown_chair,True
723,Sexta-Feira,2012-05-25,Sitdown_chair,True
724,Quarta-feira,2011-03-23,Standup_chair,False
725,Quarta-feira,2011-03-23,Standup_chair,False
726,Quarta-feira,2011-03-23,Standup_chair,False
727,Quarta-feira,2011-03-23,Standup_chair,False
728,Quinta-Feira,2011-03-24,Standup_chair,False
729,Quinta-Feira,2011-03-24,Standup_chair,False
730,Quinta-Feira,2011-03-24,Standup_chair,False
731,Quinta-Feira,2011-03-24,Standup_chair,False
732,Terça-Feira,2011-03-29,Standup_chair,False
733,Terça-Feira,2011-03-29,Standup_chair,False
734,Terça-Feira,2011-04-05,Standup_chair,False
735,Sexta-Feira,2011-04-08,Standup_chair,False
736,Sexta-Feira,2011-04-08,Standup_chair,False
737,Sexta-Feira,2011-04-08,Standup_chair,False
738,Segunda-Feira,2011-04-11,Standup_chair,False
739,Segunda-Feira,2011-04-11,Standup_chair,False
740,Terça-Feira,2011-04-12,Standup_chair,False
741,Terça-Feira,2011-04-12,Standup_chair,False
742,Segunda-Feira,2011-05-30,Standup_chair,False
743,Segunda-Feira,2011-05-30,Standup_chair,False
744,Segunda-Feira,2011-05-30,Standup_chair,False
745,Segunda-Feira,2011-05-30,Standup_chair,False
746,Segunda-Feira,2011-05-30,Standup_chair,False
747,Segunda-Feira,2011-05-30,Standup_chair,False
748,Segunda-Feira,2011-05-30,Standup_chair,False
749,Segunda-Feira,2011-05-30,Standup_chair,False
750,Segunda-Feira,2011-05-30,Standup_chair,False
751,Segunda-Feira,2011-05-30,Standup_chair,False
752,Segunda-Feira,2011-05-30,Standup_chair,False
753,Segunda-Feira,2011-05-30,Standup_chair,False
754,Segunda-Feira,2011-05-30,Standup_chair,False
755,Terça-Feira,2011-05-31,Standup_chair,False
756,Terça-Feira,2011-05-31,Standup_chair,False
757,Terça-Feira,2011-05-31,Standup_chair,False
758,Terça-Feira,2011-05-31,Standup_chair,False
759,Terça-Feira,2011-05-31,Standup_chair,False
760,Terça-Feira,2011-05-31,Standup_chair,False
761,Quarta-feira,2011-06-01,Standup_chair,False
762,Quarta-feira,2011-06-01,Standup_chair,False
763,Quarta-feira,2011-06-01,Standup_chair,False
764,Quarta-feira,2011-06-01,Standup_chair,False
765,Quarta-feira,2011-06-01,Standup_chair,False
766,Quarta-feira,2011-06-01,Standup_chair,False
767,Quarta-feira,2011-06-01,Standup_chair,False
768,Quarta-feira,2011-06-01,Standup_chair,False
769,Quarta-feira,2011-06-01,Standup_chair,False
770,Quarta-feira,2011-06-01,Standup_chair,False
771,Quinta-Feira,2011-06-02,Standup_chair,False
772,Quinta-Feira,2011-06-02,Standup_chair,False
773,Quinta-Feira,2011-06-02,Standup_chair,False
774,Quinta-Feira,2011-06-02,Standup_chair,False
775,Quinta-Feira,2011-06-02,Standup_chair,False
776,Quinta-Feira,2011-06-02,Standup_chair,False
777,Quinta-Feira,2011-06-02,Standup_chair,False
778,Quinta-Feira,2011-06-02,Standup_chair,False
779,Quinta-Feira,2011-06-02,Standup_chair,False
780,Quinta-Feira,2011-06-02,Standup_chair,False
781,Quinta-Feira,2011-06-02,Standup_chair,False
782,Quinta-Feira,2011-06-02,Standup_chair,False
783,Quinta-Feira,2011-06-02,Standup_chair,False
784,Quinta-Feira,2011-06-02,Standup_chair,False
785,Quinta-Feira,2011-06-02,Standup_chair,False
786,Quinta-Feira,2011-06-02,Standup_chair,False
787,Quinta-Feira,2011-06-02,Standup_chair,False
788,Quinta-Feira,2011-06-02,Standup_chair,False
789,Segunda-Feira,2011-12-05,Standup_chair,False
790,Segunda-Feira,2011-12-05,Standup_chair,False
791,Segunda-Feira,2011-12-05,Standup_chair,False
792,Segunda-Feira,2011-12-05,Standup_chair,False
793,Segunda-Feira,2011-12-05,Standup_chair,False
794,Segunda-Feira,2011-12-05,Standup_chair,False
795,Segunda-Feira,2011-12-05,Standup_chair,False
796,Domingo,2011-12-11,Standup_chair,False
797,Domingo,2011-12-11,Standup_chair,False
798,Domingo,2011-12-11,Standup_chair,False
799,Domingo,2011-12-11,Standup_chair,False
800,Domingo,2011-12-11,Standup_chair,False
801,Domingo,2011-12-11,Standup_chair,False
802,Domingo,2011-12-11,Standup_chair,False
803,Domingo,2011-12-11,Standup_chair,False
804,Domingo,2011-12-11,Standup_chair,False
805,Domingo,2011-12-11,Standup_chair,False
806,Domingo,2011-12-11,Standup_chair,False
807,Domingo,2011-12-11,Standup_chair,False
808,Sexta-Feira,2012-03-23,Standup_chair,False
809,Sexta-Feira,2012-03-23,Standup_chair,False
810,Segunda-Feira,2012-03-26,Standup_chair,False
811,Segunda-Feira,2012-03-26,Standup_chair,False
812,Segunda-Feira,2012-03-26,Standup_chair,False
813,Segunda-Feira,2012-03-26,Standup_chair,False
814,Sexta-Feira,2012-05-25,Standup_chair,False
815,Sexta-Feira,2012-05-25,Standup_chair,False
816,Sexta-Feira,2012-05-25,Standup_chair,False
817,Sexta-Feira,2012-05-25,Standup_chair,False
818,Segunda-Feira,2012-05-28,Standup_chair,False
819,Segunda-Feira,2012-05-28,Standup_chair,False
820,Segunda-Feira,2012-05-28,Standup_chair,False
821,Segunda-Feira,2012-05-28,Standup_chair,False
822,Terça-Feira,2012-05-29,Standup_chair,False
823,Terça-Feira,2012-05-29,Standup_chair,False
824,Terça-Feira,2012-05-29,Standup_chair,False
825,Terça-Feira,2012-05-29,Standup_chair,False
826,Quarta-feira,2011-03-23,Standup_chair,True
827,Quarta-feira,2011-03-23,Standup_chair,True
828,Quinta-Feira,2011-03-24,Standup_chair,True
829,Segunda-Feira,2011-04-11,Standup_chair,True
830,Segunda-Feira,2011-05-30,Standup_chair,True
831,Segunda-Feira,2011-05-30,Standup_chair,True
832,Segunda-Feira,2011-05-30,Standup_chair,True
833,Terça-Feira,2011-05-31,Standup_chair,True
834,Quarta-feira,2011-06-01,Standup_chair,True
835,Quinta-Feira,2011-06-02,Standup_chair,True
836,Quinta-Feira,2011-06-02,Standup_chair,True
837,Quinta-Feira,2011-06-02,Standup_chair,True
838,Quinta-Feira,2011-06-02,Standup_chair,True
839,Quinta-Feira,2011-06-02,Standup_chair,True
840,Quinta-Feira,2011-06-02,Standup_chair,True
841,Domingo,2011-12-11,Standup_chair,True
842,Domingo,2011-12-11,Standup_chair,True
843,Sexta-Feira,2012-03-23,Standup_chair,True
844,Sexta-Feira,2012-03-23,Standup_chair,True
845,Sexta-Feira,2012-05-25,Standup_chair,True
846,Terça-Feira,2011-03-29,Use_telephone,False
847,Terça-Feira,2011-03-29,Use_telephone,False
848,Terça-Feira,2011-03-29,Use_telephone,False
849,Terça-Feira,2011-04-05,Use_telephone,False
850,Segunda-Feira,2011-04-11,Use_telephone,False
851,Segunda-Feira,2011-04-11,Use_telephone,False
852,Segunda-Feira,2011-05-30,Use_telephone,False
853,Segunda-Feira,2011-05-30,Use_telephone,False
854,Segunda-Feira,2011-05-30,Use_telephone,False
855,Segunda-Feira,2011-05-30,Use_telephone,False
856,Segunda-Feira,2011-05-30,Use_telephone,False
857,Terça-Feira,2011-05-31,Use_telephone,False
858,Terça-Feira,2011-05-31,Use_telephone,False
859,Quinta-Feira,2011-03-24,Walk,False
860,Quinta-Feira,2011-03-24,Walk,False
861,Quinta-Feira,2011-03-24,Walk,False
862,Quinta-Feira,2011-03-24,Walk,False
863,Quinta-Feira,2011-03-24,Walk,False
864,Terça-Feira,2011-03-29,Walk,False
865,Terça-Feira,2011-04-05,Walk,False
866,Segunda-Feira,2011-04-11,Walk,False
867,Segunda-Feira,2011-05-30,Walk,False
868,Segunda-Feira,2011-05-30,Walk,False
869,Segunda-Feira,2011-05-30,Walk,False
870,Segunda-Feira,2011-05-30,Walk,False
871,Segunda-Feira,2011-05-30,Walk,False
872,Segunda-Feira,2011-05-30,Walk,False
873,Segunda-Feira,2011-05-30,Walk,False
874,Segunda-Feira,2011-05-30,Walk,False
875,Segunda-Feira,2011-05-30,Walk,False
876,Terça-Feira,2011-05-31,Walk,False
877,Terça-Feira,2011-05-31,Walk,False
878,Terça-Feira,2011-05-31,Walk,False
879,Terça-Feira,2011-05-31,Walk,False
880,Terça-Feira,2011-05-31,Walk,False
881,Terça-Feira,2011-05-31,Walk,False
882,Terça-Feira,2012-05-29,Walk,False
883,Terça-Feira,2012-05-29,Walk,False
884,Terça-Feira,2012-05-29,Walk,False
885,Terça-Feira,2012-05-29,Walk,False
886,Terça-Feira,2012-05-29,Walk,False
887,Terça-Feira,2012-05-29,Walk,False
888,Terça-Feira,2012-05-29,Walk,False
889,Terça-Feira,2012-05-29,Walk,False
890,Quarta-feira,2012-05-30,Walk,False
891,Quarta-feira,2012-05-30,Walk,False
892,Quarta-feira,2012-05-30,Walk,False
893,Quarta-feira,2012-05-30,Walk,False
894,Quarta-feira,2012-05-30,Walk,False
895,Quarta-feira,2012-05-30,Walk,False
896,Quarta-feira,2012-05-30,Walk,False
897,Quarta-feira,2012-05-30,Walk,False
898,Quarta-feira,2012-05-30,Walk,False
899,Quarta-feira,2012-05-30,Walk,False
900,Quarta-feira,2012-05-30,Walk,False
901,Quarta-feira,2012-05-30,Walk,False
902,Quarta-feira,2012-05-30,Walk,False
903,Quarta-feira,2012-06-06,Walk,False
904,Quarta-feira,2012-06-06,Walk,False
905,Quarta-feira,2012-06-06,Walk,False
906,Quarta-feira,2012-06-06,Walk,False
907,Quarta-feira,2012-06-06,Walk,False
908,Quarta-feira,2012-06-06,Walk,False
909,Quarta-feira,2012-06-06,Walk,False
910,Quarta-feira,2012-06-06,Walk,False
911,Quarta-feira,2012-06-06,Walk,False
912,Quarta-feira,2012-06-06,Walk,False
913,Quarta-feira,2012-06-06,Walk,False
914,Quarta-feira,2012-06-06,Walk,False
915,Quarta-feira,2012-06-06,Walk,False
916,Quarta-feira,2012-06-06,Walk,False
917,Quarta-feira,2012-06-06,Walk,False
918,Quarta-feira,2012-06-06,Walk,False
919,Quarta-feira,2012-06-06,Walk,False
920,Quarta-feira,2012-06-06,Walk,False
921,Quarta-feira,2012-06-06,Walk,False
922,Quarta-feira,2012-06-06,Walk,False
923,Quarta-feira,2012-06-06,Walk,False
924,Quarta-feira,2012-06-06,Walk,False
925,Quarta-feira,2012-06-06,Walk,False
926,Quarta-feira,2012-06-06,Walk,False
927,Quarta-feira,2012-06-06,Walk,False
928,Quarta-feira,2012-06-06,Walk,False
929,Quarta-feira,2012-06-06,Walk,False
930,Quarta-feira,2012-06-06,Walk,False
931,Quarta-feira,2012-06-06,Walk,False
932,Quarta-feira,2012-06-06,Walk,False
933,Quarta-feira,2012-06-06,Walk,False
934,Quarta-feira,2012-06-06,Walk,False
935,Quarta-feira,2012-06-06,Walk,False
936,Quarta-feira,2012-06-06,Walk,False
937,Quarta-feira,2012-06-06,Walk,False
938,Quarta-feira,2012-06-06,Walk,False
939,Quinta-Feira,2012-06-07,Walk,False
940,Quinta-Feira,2012-06-07,Walk,False
941,Quinta-Feira,2012-06-07,Walk,False
942,Quinta-Feira,2012-06-07,Walk,False
943,Quinta-Feira,2012-06-07,Walk,False
944,Quinta-Feira,2012-06-07,Walk,False
945,Quinta-Feira,2012-06-07,Walk,False
946,Segunda-Feira,2012-06-11,Walk,False
947,Segunda-Feira,2012-06-11,Walk,False
948,Segunda-Feira,2012-06-11,Walk,False
949,Segunda-Feira,2012-06-11,Walk,False
950,Segunda-Feira,2012-06-11,Walk,False
951,Segunda-Feira,2012-06-11,Walk,False
952,Segunda-Feira,2012-06-11,Walk,False
953,Segunda-Feira,2012-06-11,Walk,False
954,Segunda-Feira,2012-06-11,Walk,False
955,Segunda-Feira,2012-06-11,Walk,False
956,Segunda-Feira,2012-06-11,Walk,False
957,Segunda-Feira,2012-06-11,Walk,False
958,Segunda-Feira,2012-06-11,Walk,False
959,Segunda-Feira,2011-05-30,Walk,True
960,Segunda-Feira,2011-05-30,Walk,True
961,Segunda-Feira,2011-05-30,Walk,True
962,Segunda-Feira,2011-05-30,Walk,True
963,Segunda-Feira,2011-05-30,Walk,True
964,Segunda-Feira,2011-05-30,Walk,True
965,Segunda-Feira,2011-05-30,Walk,True
966,Segunda-Feira,2011-05-30,Walk,True
967,Segunda-Feira,2011-05-30,Walk,True
968,Quarta-feira,2012-05-30,Walk,True
969,Quarta-feira,2012-05-30,Walk,True
970,Quarta-feira,2012-05-30,Walk,True
971,Quarta-feira,2012-05-30,Walk,True
972,Quarta-feira,2012-05-30,Walk,True
973,Quarta-feira,2012-05-30,Walk,True
974,Quarta-feira,2012-05-30,Walk,True
975,Quarta-feira,2012-05-30,Walk,True
976,Quarta-feira,2012-05-30,Walk,True
977,Quarta-feira,2012-05-30,Walk,True
978,Quarta-feira,2012-05-30,Walk,True
